Gtm,Date,Home,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,Thr,OppStart,pH,pR,pER,pUER,pBB,pSO,pHR,pHBP,pERA,pPit,pStr,pIR,pIS,pSB,pCS,pAB,p2B,p3B,pIBB,pSH,pSF,pROE,pGDP,TmStart
19,2023-04-21,True,BAL,DET,1,32,31,2,7,2,0,1,2,1,0,8,0,0,0,0,2,0,0,0.248,0.343,0.426,0.769,5,R,M.Lorenzen,5,1,1,0,1,8,0,0,4.48,127,82,0.0,0.0,2,0,30,0,0,0,0,0,0,1,T.Wells
20,2023-04-22,True,BAL,DET,1,33,30,5,6,1,0,1,5,3,0,10,0,0,0,0,0,0,0,0.246,0.34,0.422,0.762,4,L,J.Wentz,2,1,1,0,4,15,1,0,4.31,132,81,0.0,0.0,1,0,29,0,0,0,0,0,0,0,K.Gibson
21,2023-04-23,True,BAL,DET,1,32,30,2,3,1,0,0,1,1,0,9,0,1,0,0,0,0,0,0.239,0.332,0.409,0.741,3,L,E.Rodríguez,7,1,1,0,7,12,0,0,4.12,160,102,3.0,1.0,0,0,34,1,0,3,1,1,0,1,G.Rodriguez
22,2023-04-24,True,BAL,BOS,1,33,32,5,13,4,0,0,5,1,0,0,0,0,0,0,4,0,1,0.247,0.336,0.415,0.75,4,L,C.Sale,7,4,4,0,3,10,2,0,4.12,133,83,2.0,0.0,0,1,31,0,0,0,0,0,0,1,D.Kremer
23,2023-04-25,True,BAL,BOS,0,39,39,6,11,0,0,3,6,0,0,4,0,0,0,0,0,0,0,0.249,0.333,0.42,0.753,6,R,C.Kluber,11,8,8,0,5,5,1,0,4.29,171,101,1.0,0.0,0,0,35,1,0,0,0,1,0,2,K.Bradish
24,2023-04-26,True,BAL,BOS,1,39,30,6,11,1,0,0,6,4,0,4,0,2,3,1,1,1,0,0.253,0.336,0.419,0.755,9,R,T.Houck,7,2,2,0,2,10,1,1,4.19,156,106,3.0,0.0,0,0,33,1,0,0,0,0,0,1,T.Wells
25,2023-04-27,False,BAL,DET,1,39,34,7,9,1,1,1,7,3,0,6,0,0,2,0,0,3,0,0.254,0.335,0.42,0.755,5,L,J.Wentz,8,4,4,0,10,11,0,1,4.18,211,124,5.0,1.0,1,0,35,1,0,0,0,0,0,1,K.Gibson
26,2023-04-29,False,BAL,DET,0,38,35,4,9,2,0,2,4,3,0,7,0,0,0,0,1,0,0,0.254,0.334,0.423,0.757,7,L,E.Rodríguez,16,7,7,0,3,13,1,0,4.31,164,106,0.0,0.0,0,1,38,4,0,0,0,0,0,1,D.Kremer
27,2023-04-29,False,BAL,DET,1,39,36,6,11,0,0,1,5,3,0,5,0,0,0,0,1,0,1,0.256,0.335,0.421,0.757,6,L,M.Boyd,5,4,3,1,2,12,1,0,4.26,151,98,3.0,2.0,0,0,33,1,0,0,0,0,0,0,G.Rodriguez
28,2023-04-30,False,BAL,DET,1,38,34,5,9,4,0,2,5,3,0,6,0,0,1,1,2,1,0,0.256,0.335,0.426,0.761,6,R,S.Turnbull,7,3,3,0,3,12,1,1,4.22,146,88,5.0,0.0,0,0,34,2,0,0,0,0,0,0,K.Bradish
29,2023-05-02,False,BAL,KCR,1,49,41,11,15,3,0,2,11,8,0,14,0,0,0,0,0,0,1,0.261,0.341,0.433,0.774,11,L,R.Yarbrough,7,7,7,0,3,10,4,1,4.31,142,97,0.0,0.0,0,0,34,1,0,0,0,0,0,0,T.Wells
30,2023-05-03,False,BAL,KCR,0,32,31,0,6,1,0,0,0,1,0,6,0,0,0,0,2,0,0,0.259,0.337,0.427,0.764,5,R,Z.Greinke,13,6,6,0,0,0,1,0,4.39,100,70,1.0,1.0,1,0,34,4,1,0,0,1,0,1,K.Gibson
31,2023-05-04,False,BAL,KCR,1,47,37,13,10,3,0,2,12,9,0,6,1,0,0,1,1,5,0,0.259,0.341,0.43,0.77,7,R,J.Lyles,16,10,10,0,6,11,3,0,4.57,200,122,6.0,2.0,1,1,41,5,1,1,0,0,0,1,G.Rodriguez
32,2023-05-05,False,BAL,ATL,1,44,39,9,12,2,0,3,8,3,0,12,1,1,0,0,0,0,0,0.261,0.342,0.435,0.777,8,L,M.Fried,11,4,4,0,3,5,1,0,4.55,146,90,0.0,0.0,0,1,35,1,0,0,0,0,0,2,D.Kremer
33,2023-05-06,False,BAL,ATL,0,36,35,4,8,3,0,0,4,1,0,16,0,0,0,1,0,1,1,0.26,0.339,0.432,0.771,5,R,S.Strider,9,5,5,0,3,5,2,1,4.58,135,87,1.0,1.0,1,0,31,2,0,0,0,0,0,1,K.Bradish
34,2023-05-07,False,BAL,ATL,0,46,40,2,5,2,0,0,2,5,0,9,1,0,0,1,1,1,0,0.255,0.336,0.423,0.758,11,R,B.Elder,4,3,1,2,4,13,1,0,4.44,191,115,0.0,0.0,1,0,39,2,0,2,0,0,1,0,T.Wells
35,2023-05-08,True,BAL,TBR,0,36,32,0,7,2,0,0,0,4,0,13,0,0,0,0,1,0,0,0.254,0.335,0.419,0.754,9,L,S.McClanahan,7,3,3,0,4,7,2,0,4.4,135,86,1.0,1.0,0,0,32,0,0,0,0,1,0,0,K.Gibson
36,2023-05-09,True,BAL,TBR,1,33,31,4,7,1,1,1,4,2,0,4,0,0,0,0,0,0,0,0.253,0.333,0.419,0.752,5,R,Z.Eflin,8,2,2,0,7,7,2,0,4.33,162,88,3.0,0.0,2,1,31,0,0,0,0,0,1,4,G.Rodriguez
37,2023-05-10,True,BAL,TBR,1,35,29,2,6,3,0,0,2,6,1,3,0,0,0,0,1,1,0,0.252,0.334,0.416,0.75,9,L,J.Beeks,6,1,1,0,2,8,0,0,4.24,137,89,1.0,0.0,2,0,32,1,0,0,0,0,0,1,D.Kremer
38,2023-05-12,True,BAL,PIT,1,38,31,6,9,2,2,1,5,7,0,5,0,0,0,0,1,0,1,0.253,0.336,0.42,0.756,8,R,J.Oviedo,7,3,2,1,2,12,1,0,4.18,149,100,3.0,0.0,1,1,33,0,0,0,0,0,0,1,K.Bradish
39,2023-05-13,True,BAL,PIT,1,30,29,2,5,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0.252,0.333,0.419,0.753,4,R,R.Contreras,3,0,0,0,2,11,0,0,4.07,125,78,0.0,0.0,0,0,30,1,0,0,0,0,0,0,T.Wells
40,2023-05-14,True,BAL,PIT,0,36,35,0,8,1,0,0,0,0,0,17,1,0,0,0,0,1,0,0.251,0.331,0.415,0.746,9,R,M.Keller,7,4,4,0,4,10,0,1,4.07,156,95,0.0,0.0,1,1,33,0,0,0,1,0,1,1,K.Gibson
41,2023-05-15,True,BAL,LAA,0,35,33,5,6,0,0,3,5,2,0,7,0,0,0,0,0,1,0,0.249,0.329,0.416,0.745,3,R,S.Ohtani,17,9,9,0,5,8,2,0,4.19,189,124,1.0,1.0,0,0,43,4,1,0,0,1,0,0,G.Rodriguez
42,2023-05-16,True,BAL,LAA,1,35,32,7,9,3,0,2,7,1,0,12,1,0,1,0,0,0,0,0.25,0.329,0.42,0.748,4,R,C.Silseth,8,3,3,0,0,8,1,0,4.16,135,88,1.0,1.0,0,0,35,1,0,0,0,0,0,0,D.Kremer
43,2023-05-17,True,BAL,LAA,1,36,33,3,11,1,1,1,3,2,0,5,0,1,0,0,2,1,0,0.252,0.329,0.422,0.751,9,R,G.Canning,4,1,1,0,1,9,1,0,4.09,130,85,1.0,0.0,0,0,30,0,0,0,0,0,0,1,K.Bradish
44,2023-05-18,True,BAL,LAA,0,39,34,5,10,2,0,2,5,4,1,5,0,0,1,0,1,0,0,0.253,0.33,0.424,0.754,7,L,T.Anderson,13,6,6,0,4,13,2,1,4.13,185,110,7.0,2.0,1,0,39,0,0,0,0,0,0,1,T.Wells
45,2023-05-19,False,BAL,TOR,1,38,33,6,7,2,0,3,6,5,0,8,0,0,0,0,0,1,0,0.252,0.33,0.427,0.757,5,L,Y.Kikuchi,8,2,2,0,3,8,0,0,4.09,139,87,0.0,0.0,0,0,33,2,0,0,0,0,0,1,K.Gibson
46,2023-05-20,False,BAL,TOR,1,44,39,6,11,0,1,2,6,3,0,9,1,1,0,0,2,0,0,0.253,0.33,0.428,0.759,9,R,A.Manoah,11,5,5,0,3,14,2,0,4.1,180,109,2.0,1.0,4,0,40,2,0,0,0,0,0,0,G.Rodriguez
47,2023-05-21,False,BAL,TOR,1,48,45,8,13,4,0,0,8,3,1,8,0,0,0,0,1,1,1,0.254,0.33,0.427,0.757,9,R,K.Gausman,12,3,2,1,6,12,1,0,4.03,201,122,3.0,0.0,1,2,39,2,0,1,0,1,0,2,D.Kremer
48,2023-05-23,False,BAL,NYY,0,41,36,5,7,1,0,2,5,5,0,8,0,0,0,0,1,0,0,0.252,0.33,0.426,0.756,7,R,G.Cole,11,6,5,1,4,9,2,0,4.05,150,94,0.0,0.0,0,0,37,2,0,1,0,2,0,1,K.Bradish
49,2023-05-24,False,BAL,NYY,1,39,35,9,10,1,0,2,9,3,0,8,0,0,1,0,0,0,0,0.253,0.33,0.427,0.757,3,L,N.Cortés,6,6,6,0,5,13,3,1,4.09,159,97,3.0,1.0,0,0,33,0,1,0,0,0,0,0,T.Wells
50,2023-05-25,False,BAL,NYY,1,38,34,3,7,2,0,0,3,4,0,7,0,0,0,2,2,1,0,0.252,0.329,0.424,0.753,8,R,C.Schmidt,3,1,1,0,5,6,0,0,4.03,132,80,0.0,0.0,1,0,28,1,0,0,0,0,0,2,K.Gibson
51,2023-05-26,True,BAL,TEX,0,35,34,2,8,2,0,1,2,1,0,11,0,0,0,0,1,0,0,0.252,0.328,0.423,0.751,6,R,J.Gray,13,12,10,2,5,7,3,1,4.14,178,112,0.0,0.0,0,0,39,1,1,0,0,0,0,2,G.Rodriguez
52,2023-05-27,True,BAL,TEX,0,33,30,3,6,3,0,1,3,2,0,4,1,0,0,0,1,1,0,0.251,0.327,0.423,0.749,3,L,A.Heaney,10,5,4,1,2,5,0,0,4.14,143,97,2.0,2.0,0,1,37,2,0,0,0,0,1,0,D.Kremer
53,2023-05-28,True,BAL,TEX,1,33,29,3,7,0,1,0,3,3,0,8,0,0,1,0,1,0,0,0.251,0.326,0.421,0.747,6,L,C.Bradford,7,2,2,0,1,8,0,0,4.1,118,78,2.0,0.0,0,0,32,3,0,0,0,0,0,1,K.Bradish
54,2023-05-29,True,BAL,CLE,0,34,32,0,5,2,0,0,0,2,0,12,0,0,0,1,0,0,1,0.249,0.324,0.417,0.742,7,L,L.Allen,9,5,3,2,1,9,0,0,4.08,155,100,2.0,2.0,0,0,35,4,0,0,0,1,0,1,T.Wells
55,2023-05-30,True,BAL,CLE,1,37,32,8,11,4,1,0,8,3,0,7,1,0,1,0,2,0,0,0.251,0.326,0.419,0.745,5,R,C.Quantrill,11,5,5,0,3,5,0,0,4.1,160,100,5.0,2.0,0,0,35,3,0,0,0,1,0,2,K.Gibson
56,2023-05-31,True,BAL,CLE,0,43,39,8,12,4,0,1,8,4,0,7,0,0,0,0,0,0,0,0.252,0.327,0.421,0.747,8,R,S.Bieber,17,12,12,0,5,11,3,0,4.24,189,119,5.0,4.0,2,1,43,5,0,0,0,0,0,0,K.Akin
57,2023-06-02,False,BAL,SFG,1,32,30,3,4,1,0,1,3,1,0,7,0,0,0,0,0,0,1,0.25,0.324,0.418,0.743,2,R,L.Webb,6,2,2,0,3,12,1,1,4.2,150,92,0.0,0.0,0,0,30,3,0,0,0,0,0,2,D.Kremer
58,2023-06-03,False,BAL,SFG,0,31,31,0,5,2,0,0,0,0,0,8,0,0,0,0,1,0,0,0.249,0.322,0.415,0.737,4,R,A.Cobb,10,4,4,0,4,11,0,0,4.2,157,101,5.0,1.0,0,0,35,4,0,0,0,0,0,0,K.Bradish
59,2023-06-04,False,BAL,SFG,1,42,37,8,11,2,1,1,7,3,0,9,1,0,1,0,0,2,0,0.25,0.323,0.417,0.739,7,R,A.DeSclafani,5,3,3,0,3,11,1,0,4.18,152,97,1.0,1.0,0,0,31,1,0,0,0,0,0,1,T.Wells
60,2023-06-06,False,BAL,MIL,0,39,38,3,8,2,0,2,3,1,1,16,0,0,0,0,0,0,0,0.249,0.321,0.417,0.738,7,R,F.Peralta,8,4,3,1,7,16,0,1,4.16,192,119,3.0,0.0,4,0,37,2,1,1,0,0,0,0,K.Gibson
61,2023-06-07,False,BAL,MIL,0,32,31,2,5,0,0,0,1,1,0,9,0,0,0,0,1,0,0,0.248,0.319,0.413,0.732,3,R,C.Burnes,16,10,10,0,0,9,3,2,4.26,154,97,0.0,0.0,0,0,40,4,0,0,0,1,1,0,D.Kremer
62,2023-06-08,False,BAL,MIL,1,39,36,6,10,4,0,2,6,2,0,12,0,1,0,0,0,1,0,0.248,0.319,0.415,0.734,6,R,C.Rea,8,3,3,0,1,14,0,0,4.24,155,104,1.0,0.0,0,0,35,2,0,0,0,0,0,0,K.Bradish
63,2023-06-09,True,BAL,KCR,1,33,31,3,8,2,0,1,3,2,0,8,0,0,0,0,0,5,1,0.248,0.319,0.415,0.734,6,L,D.Lynch,7,2,2,0,1,7,0,0,4.2,121,80,3.0,1.0,1,0,32,0,1,0,0,1,0,1,T.Wells
64,2023-06-10,True,BAL,KCR,1,38,33,6,10,3,0,2,6,5,0,9,0,0,0,0,0,0,0,0.249,0.32,0.418,0.738,8,R,B.Singer,8,1,1,0,3,8,0,0,4.15,153,109,3.0,0.0,0,1,34,2,0,0,0,0,0,0,C.Irvin
65,2023-06-11,True,BAL,KCR,1,43,36,11,14,5,0,2,11,5,0,3,0,0,2,0,0,0,0,0.251,0.322,0.422,0.745,8,R,C.Hernández,8,3,3,0,0,10,1,0,4.14,126,87,1.0,0.0,0,1,35,2,1,0,0,0,1,0,K.Gibson
66,2023-06-13,True,BAL,TOR,1,44,42,11,17,4,0,4,11,2,0,11,0,0,0,1,0,0,0,0.254,0.324,0.429,0.753,9,R,C.Bassitt,15,6,6,0,3,8,1,0,4.16,167,107,5.0,1.0,0,0,41,3,0,0,0,0,0,1,D.Kremer
67,2023-06-14,True,BAL,TOR,0,34,32,1,6,0,0,0,1,1,0,6,1,0,0,0,0,0,1,0.253,0.323,0.426,0.749,6,R,J.Berríos,9,3,3,0,2,1,1,1,4.15,135,82,2.0,1.0,3,1,33,2,0,0,0,0,0,1,K.Bradish
68,2023-06-15,True,BAL,TOR,1,38,36,4,11,0,0,2,4,2,0,10,0,0,0,1,0,2,0,0.254,0.323,0.427,0.75,10,L,Y.Kikuchi,8,2,2,0,2,11,2,0,4.12,133,94,2.0,0.0,0,1,34,2,0,0,0,0,0,0,T.Wells
69,2023-06-16,False,BAL,CHC,0,36,36,3,9,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0.254,0.322,0.425,0.747,6,R,K.Hendricks,12,10,10,0,5,4,3,0,4.21,156,100,5.0,4.0,0,0,35,3,0,0,1,0,0,0,C.Irvin
70,2023-06-17,False,BAL,CHC,0,38,34,2,7,0,0,1,2,4,0,9,0,0,0,0,0,0,0,0.253,0.322,0.423,0.745,9,L,J.Steele,4,3,3,0,2,9,0,0,4.2,120,76,0.0,0.0,0,0,27,3,0,0,1,1,0,0,K.Gibson
71,2023-06-18,False,BAL,CHC,1,39,35,6,14,3,0,1,6,2,0,3,1,0,1,0,2,1,0,0.256,0.323,0.425,0.749,6,R,J.Taillon,3,3,1,2,2,11,2,2,4.15,141,90,2.0,0.0,3,0,31,0,0,0,0,0,1,0,D.Kremer
72,2023-06-20,False,BAL,TBR,1,40,37,8,10,3,0,3,8,3,0,13,0,0,0,0,0,0,0,0.256,0.323,0.428,0.751,5,R,T.Glasnow,9,6,6,0,5,12,0,2,4.18,180,110,6.0,3.0,0,0,36,2,0,0,0,0,0,0,K.Bradish
73,2023-06-21,False,BAL,TBR,0,31,31,2,4,0,0,2,2,0,0,11,0,0,0,0,0,0,0,0.254,0.321,0.427,0.748,2,R,T.Bradley,10,7,5,2,5,10,2,0,4.2,161,102,2.0,0.0,0,0,32,1,0,0,0,1,1,1,T.Wells
74,2023-06-23,True,BAL,SEA,0,30,29,1,3,0,0,1,1,1,0,7,0,0,0,1,2,1,0,0.252,0.319,0.424,0.743,2,R,L.Gilbert,17,13,12,1,5,10,2,0,4.3,221,137,2.0,2.0,1,0,41,2,0,0,0,2,0,1,K.Gibson
75,2023-06-24,True,BAL,SEA,1,39,34,6,11,0,0,3,6,5,0,7,0,0,0,0,1,2,0,0.253,0.32,0.426,0.747,6,R,B.Miller,8,4,4,0,1,9,4,0,4.29,130,91,2.0,0.0,2,0,38,0,0,0,0,0,0,0,D.Kremer
76,2023-06-25,True,BAL,SEA,1,30,29,3,7,2,0,1,2,1,0,6,0,0,0,0,2,1,0,0.253,0.32,0.426,0.746,3,R,G.Kirby,3,2,2,0,2,11,1,0,4.26,133,92,0.0,0.0,1,0,29,1,0,0,0,0,0,1,K.Bradish
77,2023-06-26,True,BAL,CIN,1,43,32,10,12,2,0,0,8,9,0,5,1,0,1,0,2,0,1,0.255,0.323,0.426,0.749,9,L,B.Williamson,7,3,3,0,3,8,1,2,4.24,138,90,0.0,0.0,0,0,34,1,0,0,0,0,0,0,C.Irvin
78,2023-06-27,True,BAL,CIN,0,37,28,1,3,1,0,0,1,6,0,10,2,0,1,0,0,0,2,0.253,0.322,0.423,0.746,9,L,A.Abbott,5,3,3,0,2,12,2,0,4.23,151,101,0.0,0.0,0,0,32,1,0,0,0,0,0,0,T.Wells
79,2023-06-28,True,BAL,CIN,0,44,39,7,10,1,1,1,7,5,0,9,0,0,0,0,1,0,0,0.253,0.323,0.423,0.746,8,R,L.Weaver,16,11,9,2,4,13,1,1,4.28,216,135,4.0,0.0,5,0,46,2,1,0,0,0,0,0,K.Gibson
80,2023-06-30,True,BAL,MIN,0,34,31,1,4,0,0,1,1,3,0,9,0,0,0,0,0,0,0,0.252,0.321,0.421,0.742,6,R,P.López,13,8,8,0,2,11,3,1,4.33,184,115,2.0,2.0,1,0,40,3,0,0,0,0,0,0,D.Kremer
81,2023-07-01,True,BAL,MIN,0,31,30,0,3,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0.25,0.319,0.417,0.737,4,R,B.Ober,7,1,1,0,2,12,1,0,4.29,131,82,0.0,0.0,0,1,32,0,0,0,0,0,0,1,K.Bradish
82,2023-07-02,True,BAL,MIN,1,35,29,2,5,1,0,0,2,4,1,10,2,0,0,0,0,1,0,0.249,0.319,0.415,0.734,9,R,S.Gray,6,1,1,0,3,6,0,1,4.25,138,82,0.0,0.0,0,0,32,2,0,0,0,0,0,1,C.Irvin
83,2023-07-03,False,BAL,NYY,0,38,38,3,12,2,0,0,3,0,0,11,0,0,0,0,0,0,0,0.25,0.319,0.414,0.734,8,R,D.Germán,11,6,6,0,2,5,3,0,4.27,129,83,3.0,2.0,0,0,32,3,0,0,1,0,0,1,T.Wells
84,2023-07-04,False,BAL,NYY,0,38,34,4,7,3,0,2,4,4,0,10,0,0,0,1,1,0,0,0.25,0.319,0.415,0.734,7,R,C.Schmidt,7,8,7,1,6,8,2,1,4.31,152,93,2.0,2.0,0,0,30,4,0,1,0,1,1,1,K.Gibson
85,2023-07-05,False,BAL,NYY,1,42,37,6,10,4,1,1,6,4,0,3,0,0,0,0,0,1,0,0.25,0.319,0.416,0.736,9,R,R.Vásquez,6,3,2,1,2,12,2,0,4.29,138,89,1.0,0.0,0,0,32,0,0,0,0,0,0,0,D.Kremer
86,2023-07-06,False,BAL,NYY,1,56,45,14,20,5,0,2,14,8,0,5,2,0,1,0,1,0,0,0.253,0.323,0.421,0.744,15,R,L.Severino,7,1,1,0,2,6,0,0,4.25,133,83,0.0,0.0,0,0,32,1,0,0,0,0,0,1,K.Bradish
87,2023-07-07,False,BAL,MIN,1,37,30,3,5,2,0,0,3,4,0,11,0,1,2,0,0,0,1,0.252,0.322,0.419,0.741,5,R,B.Ober,5,1,1,0,2,8,0,0,4.2,140,91,3.0,1.0,1,1,33,1,0,0,0,0,0,1,C.Irvin
88,2023-07-08,False,BAL,MIN,1,36,32,6,6,0,0,0,6,4,0,6,0,0,0,0,0,0,0,0.251,0.322,0.416,0.738,3,R,S.Gray,9,2,2,0,3,7,0,0,4.18,138,94,0.0,0.0,0,0,34,5,0,0,0,0,0,2,T.Wells
89,2023-07-09,False,BAL,MIN,1,49,44,15,17,1,1,6,15,4,0,16,1,0,0,0,0,0,0,0.253,0.324,0.423,0.746,7,R,J.Ryan,4,2,2,0,1,12,1,1,4.15,127,83,0.0,0.0,0,0,31,2,0,0,0,0,0,0,K.Gibson
90,2023-07-14,True,BAL,MIA,1,36,34,5,11,2,0,3,5,2,0,6,0,0,0,0,1,1,0,0.254,0.324,0.425,0.749,7,R,S.Alcántara,5,2,2,0,2,11,1,1,4.13,140,90,0.0,0.0,0,0,32,1,0,0,0,0,1,1,D.Kremer
91,2023-07-15,True,BAL,MIA,1,37,35,6,11,2,1,1,6,2,0,9,0,0,0,0,0,1,0,0.255,0.324,0.426,0.75,7,L,B.Garrett,11,5,5,0,3,3,0,0,4.14,133,88,1.0,0.0,0,0,37,1,1,0,0,1,0,1,K.Gibson
92,2023-07-16,True,BAL,MIA,1,35,29,5,5,2,0,1,4,3,0,5,2,0,1,0,0,0,0,0.254,0.324,0.425,0.749,6,L,S.Okert,8,4,4,0,1,8,0,1,4.14,144,101,2.0,1.0,0,0,35,4,0,0,0,0,0,0,K.Bradish
93,2023-07-17,True,BAL,LAD,0,36,32,4,7,2,1,1,4,4,0,6,0,0,0,0,2,0,0,0.254,0.324,0.426,0.749,5,R,E.Sheehan,11,6,6,0,3,5,1,0,4.16,158,99,3.0,2.0,0,1,35,1,1,0,0,0,0,1,G.Rodriguez
94,2023-07-18,True,BAL,LAD,0,38,35,3,9,3,0,0,3,3,0,6,0,0,0,0,1,0,0,0.254,0.324,0.425,0.748,8,R,M.Grove,13,10,9,1,8,11,1,1,4.21,195,127,2.0,2.0,2,0,43,2,0,0,0,0,1,0,T.Wells
95,2023-07-19,True,BAL,LAD,1,37,32,8,10,5,0,1,7,4,1,4,0,0,1,0,1,1,0,0.254,0.324,0.426,0.75,5,L,J.Urías,7,5,5,0,4,6,2,0,4.22,138,85,1.0,0.0,0,0,33,1,0,0,0,0,0,1,D.Kremer
96,2023-07-20,False,BAL,TBR,1,36,33,4,6,0,1,0,3,0,0,14,0,1,2,0,0,0,0,0.254,0.323,0.424,0.747,3,R,T.Glasnow,9,3,3,0,3,13,0,2,4.2,146,99,2.0,2.0,1,0,36,2,0,0,0,0,0,2,K.Gibson
97,2023-07-21,False,BAL,TBR,0,31,29,0,2,1,0,0,0,2,0,14,0,0,0,0,0,0,0,0.252,0.321,0.421,0.742,4,R,Z.Eflin,7,3,3,0,1,8,2,0,4.19,116,77,0.0,0.0,0,0,31,2,0,0,0,0,0,0,K.Bradish
98,2023-07-22,False,BAL,TBR,1,39,33,6,7,3,0,0,6,5,0,11,0,1,0,0,0,1,0,0.252,0.321,0.42,0.741,6,L,S.McClanahan,7,5,5,0,4,10,0,0,4.2,156,92,4.0,1.0,1,1,31,1,0,0,0,0,0,0,G.Rodriguez
99,2023-07-23,False,BAL,TBR,1,38,35,5,8,3,0,2,5,2,0,10,0,1,0,1,1,0,0,0.251,0.32,0.421,0.741,6,R,T.Bradley,3,3,3,0,6,11,1,2,4.19,146,86,0.0,0.0,0,0,30,0,0,0,0,0,0,0,T.Wells
100,2023-07-24,False,BAL,PHI,1,34,33,3,5,1,0,2,3,1,0,11,0,0,0,1,1,0,0,0.25,0.319,0.42,0.739,4,L,C.Sánchez,7,2,2,0,4,3,0,0,4.17,139,85,2.0,1.0,2,0,31,0,0,0,0,1,0,0,D.Kremer
101,2023-07-25,False,BAL,PHI,0,39,34,3,8,3,0,1,3,5,0,7,0,0,0,0,0,0,0,0.25,0.319,0.42,0.74,9,R,T.Walker,8,4,4,0,0,9,1,0,4.17,127,81,0.0,0.0,0,0,34,2,0,0,0,0,0,0,K.Gibson
102,2023-07-26,False,BAL,PHI,0,35,34,4,8,2,0,1,4,1,0,11,0,0,0,1,2,0,0,0.25,0.319,0.42,0.739,4,L,R.Suárez,9,6,6,0,3,5,1,1,4.19,110,68,2.0,0.0,0,0,31,2,0,0,0,0,0,2,K.Bradish
103,2023-07-28,True,BAL,NYY,1,30,29,1,4,0,0,1,1,1,0,8,0,0,0,0,0,0,0,0.249,0.318,0.418,0.736,4,R,G.Cole,4,0,0,0,4,6,0,0,4.15,132,89,3.0,0.0,0,0,29,0,0,0,0,0,0,2,G.Rodriguez
104,2023-07-29,True,BAL,NYY,0,34,32,3,5,3,0,1,3,1,0,6,1,0,0,0,0,0,0,0.248,0.317,0.418,0.734,4,R,C.Schmidt,12,8,8,0,5,6,3,1,4.19,185,118,5.0,3.0,2,0,37,1,0,0,0,1,0,0,T.Wells
105,2023-07-30,True,BAL,NYY,1,40,36,9,12,3,0,1,9,3,0,12,1,0,0,0,0,2,0,0.249,0.317,0.419,0.736,7,R,L.Severino,9,3,3,0,3,18,1,0,4.18,178,115,1.0,1.0,0,0,36,3,0,0,0,1,1,0,D.Kremer
106,2023-07-31,False,BAL,TOR,1,37,33,4,8,3,0,1,4,3,0,11,0,0,1,0,0,2,1,0.249,0.317,0.419,0.736,6,R,C.Bassitt,5,2,2,0,7,10,1,0,4.15,170,99,3.0,0.0,0,0,31,0,0,0,0,0,0,0,K.Gibson
107,2023-08-01,False,BAL,TOR,1,45,39,13,15,4,0,2,13,5,1,5,0,1,0,1,3,1,0,0.25,0.319,0.421,0.74,5,L,H.Ryu,5,3,3,0,1,11,2,0,4.14,126,83,1.0,0.0,0,0,32,2,0,0,0,0,0,0,K.Bradish
108,2023-08-02,False,BAL,TOR,0,34,32,1,7,1,0,0,1,2,0,7,0,0,0,0,1,1,0,0.25,0.318,0.419,0.738,6,L,Y.Kikuchi,3,4,3,1,3,8,0,2,4.14,135,88,2.0,2.0,0,0,27,1,0,0,0,0,1,1,G.Rodriguez
109,2023-08-03,False,BAL,TOR,1,44,38,6,15,2,0,0,5,3,0,10,0,1,2,0,1,0,0,0.252,0.319,0.42,0.739,11,R,K.Gausman,5,1,1,0,2,12,0,0,4.11,126,88,0.0,0.0,0,0,32,0,0,0,0,0,0,0,J.Flaherty
110,2023-08-04,True,BAL,NYM,1,42,34,10,12,3,0,1,10,7,0,10,0,0,1,0,1,3,0,0.253,0.321,0.421,0.741,8,L,D.Peterson,4,3,2,1,4,6,0,0,4.09,124,80,2.0,0.0,0,1,29,3,0,0,0,0,0,1,D.Kremer
111,2023-08-05,True,BAL,NYM,1,39,36,7,12,5,0,2,7,3,0,7,0,0,0,0,0,1,0,0.253,0.321,0.423,0.744,8,R,T.Megill,7,3,3,0,1,11,1,0,4.08,131,82,0.0,0.0,0,0,33,3,0,0,0,0,0,0,K.Gibson
112,2023-08-06,True,BAL,NYM,1,32,29,2,6,1,1,0,2,3,0,7,0,0,0,0,1,0,0,0.253,0.321,0.422,0.743,6,L,J.Quintana,4,0,0,0,6,9,0,1,4.04,142,82,3.0,0.0,1,0,29,1,0,0,0,0,0,2,K.Bradish
113,2023-08-08,True,BAL,HOU,0,35,32,6,8,1,1,2,6,2,0,5,0,0,1,0,2,0,0,0.253,0.321,0.423,0.744,2,L,F.Valdez,10,7,7,0,4,8,1,1,4.07,156,104,1.0,1.0,1,0,36,0,0,0,0,1,0,0,G.Rodriguez
114,2023-08-09,True,BAL,HOU,0,39,34,2,7,0,1,1,2,5,0,9,0,0,0,0,0,1,0,0.253,0.321,0.422,0.743,10,R,C.Javier,11,8,8,0,5,12,1,2,4.1,180,111,3.0,3.0,1,0,37,2,0,1,0,0,0,1,J.Flaherty
