Gtm,Date,Home,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,Thr,OppStart,pH,pR,pER,pUER,pBB,pSO,pHR,pHBP,pERA,pPit,pStr,pIR,pIS,pSB,pCS,pAB,p2B,p3B,pIBB,pSH,pSF,pROE,pGDP,TmStart
60,2024-06-01,True,KCR,SDP,0,39,36,3,8,2,0,1,3,3,0,8,0,0,0,1,0,2,0,0.252,0.313,0.41,0.722,9,R,R.Vásquez,11,7,7,0,4,5,2,1,3.58,136,86,0.0,0.0,0,0,33,2,1,1,0,2,0,2,A.Marsh
61,2024-06-02,True,KCR,SDP,1,33,27,4,7,0,1,0,4,3,0,5,0,1,2,0,1,0,1,0.252,0.313,0.409,0.721,4,R,M.King,10,3,3,0,2,7,0,0,3.57,151,93,2.0,0.0,0,0,35,2,0,0,0,0,0,1,C.Ragans
62,2024-06-04,False,KCR,CLE,0,38,35,5,10,1,0,3,5,3,0,10,0,0,0,0,2,1,0,0.253,0.313,0.411,0.724,6,R,T.McKenzie,7,8,5,3,3,8,2,1,3.6,147,97,2.0,2.0,0,0,32,1,0,0,0,0,1,0,S.Lugo
63,2024-06-06,False,KCR,CLE,1,42,37,4,10,6,0,0,4,3,0,9,2,0,0,1,2,2,0,0.253,0.314,0.412,0.726,11,R,T.Bibee,9,3,2,1,4,7,1,0,3.57,145,90,3.0,0.0,0,1,34,1,0,0,1,0,0,1,B.Singer
64,2024-06-07,True,KCR,SEA,1,41,34,10,10,0,1,1,10,7,2,5,0,0,0,0,2,0,0,0.254,0.316,0.412,0.728,5,R,B.Miller,10,9,9,0,8,10,1,2,3.66,181,108,0.0,0.0,0,0,36,6,0,0,0,0,0,1,D.Lynch
65,2024-06-08,True,KCR,SEA,1,37,31,8,9,4,0,1,8,4,0,6,0,1,1,0,0,3,0,0.254,0.316,0.414,0.73,5,R,L.Castillo,7,4,4,0,2,11,2,0,3.66,147,95,2.0,1.0,0,0,33,0,0,0,0,1,0,0,A.Marsh
66,2024-06-09,True,KCR,SEA,0,39,38,5,9,1,1,2,5,0,0,8,0,1,0,0,0,0,0,0.254,0.315,0.415,0.73,5,R,G.Kirby,10,6,5,1,3,12,1,0,3.68,182,117,3.0,0.0,0,1,37,2,0,0,2,0,0,0,C.Ragans
67,2024-06-10,True,KCR,NYY,0,34,32,2,7,1,0,0,2,1,0,8,1,0,0,0,2,1,0,0.253,0.314,0.412,0.727,5,L,C.Rodón,9,4,4,0,1,6,0,2,3.68,121,80,0.0,0.0,0,1,31,0,0,0,3,0,0,1,S.Lugo
68,2024-06-11,True,KCR,NYY,0,38,32,1,5,1,1,1,1,5,0,4,1,0,0,0,0,1,0,0.252,0.314,0.411,0.725,10,R,M.Stroman,10,10,9,1,3,8,3,1,3.76,169,101,2.0,0.0,0,0,38,0,1,0,0,0,1,1,B.Singer
69,2024-06-12,True,KCR,NYY,0,42,35,5,11,1,0,0,4,6,0,5,0,0,1,0,2,0,0,0.253,0.315,0.41,0.726,10,R,C.Poteet,11,11,11,0,4,5,3,1,3.87,153,92,3.0,3.0,1,0,36,0,0,0,0,1,0,1,D.Altavilla
70,2024-06-13,True,KCR,NYY,1,37,33,4,9,3,0,0,4,4,0,3,0,0,0,0,1,0,1,0.253,0.316,0.41,0.726,7,L,N.Cortés,5,3,1,2,2,8,1,0,3.83,132,87,1.0,1.0,0,0,31,1,0,0,0,0,1,1,A.Marsh
71,2024-06-14,False,KCR,LAD,0,33,31,3,5,0,0,1,3,2,0,4,0,0,0,0,0,0,1,0.252,0.315,0.408,0.722,3,R,G.Stone,8,4,3,1,1,6,2,0,3.82,123,75,1.0,0.0,0,0,30,0,0,0,0,0,0,1,C.Ragans
72,2024-06-15,False,KCR,LAD,1,39,32,7,7,1,1,1,7,6,1,8,0,0,1,0,1,2,0,0.251,0.315,0.408,0.723,5,R,Y.Yamamoto,6,2,2,0,3,7,0,1,3.8,143,86,1.0,0.0,0,0,32,2,0,0,0,0,0,1,S.Lugo
73,2024-06-16,False,KCR,LAD,0,31,29,0,3,0,0,0,0,2,0,11,0,0,0,0,1,1,0,0.25,0.313,0.404,0.717,4,R,T.Glasnow,5,3,3,0,2,6,3,1,3.79,119,78,2.0,0.0,0,0,28,0,0,0,0,0,0,1,B.Singer
74,2024-06-18,False,KCR,OAK,0,38,35,5,7,1,1,1,5,3,0,7,0,0,0,1,0,0,0,0.249,0.312,0.404,0.716,6,L,H.Harris,11,7,7,0,2,9,1,0,3.84,141,91,0.0,0.0,1,0,34,6,0,0,0,1,0,0,A.Marsh
75,2024-06-19,False,KCR,OAK,0,36,33,1,8,3,0,0,1,3,0,7,0,0,0,0,1,0,0,0.249,0.312,0.403,0.715,8,R,L.Medina,8,5,5,0,7,7,1,0,3.86,152,90,4.0,0.0,0,0,32,1,0,0,0,0,1,1,C.Ragans
76,2024-06-20,False,KCR,OAK,1,35,34,3,7,2,0,3,3,1,0,9,0,0,0,0,0,0,0,0.248,0.311,0.404,0.716,5,R,M.Spence,9,2,2,0,5,9,1,0,3.84,130,80,5.0,0.0,0,0,32,2,0,0,0,0,1,3,S.Lugo
77,2024-06-21,False,KCR,TEX,0,35,33,2,6,2,0,1,2,2,0,12,0,0,0,0,0,0,0,0.247,0.31,0.404,0.714,6,R,N.Eovaldi,9,6,6,0,5,6,0,1,3.87,148,80,1.0,1.0,0,1,30,3,0,0,0,0,0,1,B.Singer
78,2024-06-22,False,KCR,TEX,0,30,30,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.246,0.308,0.4,0.708,3,R,J.Gray,7,6,6,0,3,7,2,0,3.91,132,89,0.0,0.0,1,0,31,0,0,0,1,0,0,1,M.Wacha
79,2024-06-23,False,KCR,TEX,0,28,27,0,2,1,0,0,0,1,0,5,0,0,0,0,1,0,1,0.244,0.306,0.397,0.703,1,R,M.Scherzer,10,4,4,0,2,4,1,0,3.91,128,85,3.0,0.0,1,0,35,3,0,0,0,0,1,0,A.Marsh
80,2024-06-24,True,KCR,MIA,1,33,29,4,6,1,0,3,4,4,0,5,0,0,0,0,1,0,0,0.244,0.306,0.399,0.705,5,R,R.Muñoz,4,1,1,0,3,15,0,0,3.88,142,92,0.0,0.0,0,0,32,2,0,0,0,0,1,0,C.Ragans
81,2024-06-25,True,KCR,MIA,0,33,30,1,4,2,0,0,1,3,0,9,0,0,0,0,0,3,0,0.242,0.305,0.397,0.702,5,R,Y.Chirinos,7,2,1,1,2,10,0,0,3.84,128,87,2.0,1.0,2,0,34,2,0,0,0,0,0,0,S.Lugo
82,2024-06-26,True,KCR,MIA,1,36,34,5,10,3,1,0,5,1,0,8,1,0,0,0,0,1,0,0.243,0.305,0.397,0.702,7,R,V.Bellozo,5,1,1,0,1,6,0,0,3.8,120,83,0.0,0.0,0,1,31,2,0,0,0,0,0,0,B.Singer
83,2024-06-27,True,KCR,CLE,1,30,27,2,6,0,2,0,2,1,0,8,1,0,1,0,2,1,0,0.243,0.305,0.397,0.702,4,R,B.Lively,7,1,1,0,3,11,0,1,3.77,146,93,2.0,0.0,0,0,32,2,0,0,0,1,0,0,M.Wacha
84,2024-06-28,True,KCR,CLE,1,41,32,10,13,1,0,4,9,8,1,4,0,0,1,0,3,3,1,0.245,0.308,0.402,0.709,7,R,T.McKenzie,8,3,2,1,2,10,1,1,3.75,137,88,0.0,0.0,1,1,31,4,0,0,0,1,1,3,A.Marsh
85,2024-06-29,True,KCR,CLE,0,31,31,2,6,0,0,2,2,0,0,10,0,0,0,0,1,0,0,0.244,0.307,0.401,0.708,2,R,T.Bibee,9,7,7,0,3,10,2,1,3.79,157,94,1.0,1.0,0,0,35,3,0,1,0,0,0,1,C.Ragans
86,2024-06-30,True,KCR,CLE,1,37,34,6,11,3,1,1,6,2,0,5,0,1,0,0,0,1,0,0.245,0.307,0.403,0.711,7,L,L.Allen,8,2,2,0,1,13,0,0,3.76,143,105,0.0,0.0,0,0,34,2,0,0,0,0,0,1,S.Lugo
87,2024-07-02,True,KCR,TBR,0,32,32,1,6,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0.244,0.306,0.402,0.708,4,R,Z.Littell,9,5,5,0,6,8,1,0,3.78,174,104,0.0,0.0,3,0,35,3,0,0,0,0,0,1,B.Singer
88,2024-07-03,True,KCR,TBR,1,35,30,4,7,1,0,0,4,5,0,4,0,0,0,0,1,0,0,0.244,0.306,0.401,0.707,7,R,R.Pepiot,5,2,2,0,5,11,1,0,3.76,152,92,4.0,0.0,1,0,34,2,0,0,0,0,2,0,M.Wacha
89,2024-07-04,True,KCR,TBR,0,39,36,8,10,4,0,2,7,1,0,4,1,0,1,1,0,0,1,0.245,0.307,0.403,0.709,4,R,Z.Eflin,16,10,10,0,8,6,2,0,3.83,228,138,5.0,3.0,2,0,41,3,0,0,0,1,0,0,A.Marsh
90,2024-07-05,False,KCR,COL,0,37,36,2,10,1,1,0,2,1,0,7,0,0,0,1,1,1,0,0.245,0.306,0.402,0.709,8,L,K.Freeland,8,4,4,0,4,10,1,0,3.84,136,83,2.0,0.0,0,0,31,2,0,0,0,0,0,1,C.Ragans
91,2024-07-06,False,KCR,COL,0,35,34,1,8,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0.245,0.306,0.402,0.708,7,L,A.Gomber,8,3,2,1,3,7,1,0,3.82,131,83,0.0,0.0,1,0,31,2,0,0,0,0,1,2,S.Lugo
92,2024-07-07,False,KCR,COL,1,40,37,10,12,0,0,3,10,2,0,6,0,0,1,0,0,0,0,0.246,0.306,0.404,0.71,3,R,T.Gordon,6,1,1,0,2,10,0,1,3.79,114,72,0.0,0.0,0,0,30,0,0,0,1,0,0,2,B.Singer
93,2024-07-10,False,KCR,STL,1,36,35,6,9,3,0,1,6,0,0,7,0,0,1,0,0,1,0,0.246,0.306,0.404,0.71,3,R,A.Pallante,6,4,4,0,1,11,3,0,3.79,148,99,0.0,0.0,0,0,33,0,0,0,0,0,0,0,A.Marsh
94,2024-07-10,False,KCR,STL,1,39,36,8,12,1,0,3,8,1,0,6,0,0,2,0,1,1,0,0.247,0.306,0.406,0.713,4,R,G.Graceffo,10,5,4,1,1,7,1,0,3.79,147,100,2.0,1.0,0,0,37,4,0,0,0,0,0,0,M.Wacha
95,2024-07-12,False,KCR,BOS,1,39,33,6,10,1,0,2,6,2,0,2,1,1,2,0,0,0,0,0.248,0.307,0.408,0.714,6,R,C.Criswell,5,1,1,0,2,10,0,0,3.76,133,88,0.0,0.0,0,0,31,2,0,0,0,0,0,1,C.Ragans
96,2024-07-13,False,KCR,BOS,0,33,31,0,5,1,0,0,0,1,0,6,1,0,0,0,1,0,0,0.247,0.306,0.405,0.711,6,R,K.Crawford,12,5,5,0,1,10,1,0,3.78,132,89,0.0,0.0,0,1,34,3,0,0,0,0,0,1,S.Lugo
97,2024-07-14,False,KCR,BOS,0,36,34,4,9,0,0,2,4,2,0,7,0,0,0,0,0,0,0,0.247,0.306,0.406,0.711,5,R,B.Bello,14,5,5,0,2,8,2,0,3.8,157,100,5.0,0.0,0,1,36,3,0,0,0,0,0,1,B.Singer
98,2024-07-19,True,KCR,CHW,1,37,28,7,7,0,0,1,7,5,1,6,1,2,1,0,0,1,0,0.247,0.306,0.405,0.712,6,R,C.Flexen,7,1,1,0,1,9,1,0,3.77,135,83,0.0,0.0,1,0,32,1,0,0,0,0,0,2,M.Wacha
99,2024-07-20,True,KCR,CHW,1,35,32,6,9,3,1,0,6,3,1,8,0,0,0,1,1,1,2,0.247,0.307,0.406,0.712,5,R,J.Cannon,7,1,1,0,4,10,0,0,3.74,134,86,0.0,0.0,0,1,33,2,0,0,0,0,0,0,B.Singer
100,2024-07-21,True,KCR,CHW,1,36,32,4,10,0,0,0,4,2,0,10,1,1,0,0,1,1,0,0.248,0.307,0.405,0.712,8,R,D.Thorpe,3,1,1,0,0,6,0,1,3.71,103,69,,,0,1,29,0,0,0,0,0,0,0,S.Lugo
101,2024-07-22,True,KCR,ARI,1,41,38,10,15,2,1,3,10,1,0,4,1,0,1,0,0,0,0,0.25,0.308,0.409,0.717,7,R,Y.Diaz,8,4,3,1,5,7,1,1,3.71,165,98,0.0,0.0,0,0,33,3,0,0,0,1,0,1,C.Ragans
102,2024-07-23,True,KCR,ARI,0,34,31,2,7,2,0,0,2,3,0,5,0,0,0,0,2,1,1,0.249,0.308,0.408,0.716,5,L,J.Montgomery,8,6,5,1,2,9,1,0,3.72,150,101,0.0,0.0,2,0,34,1,1,0,0,1,0,0,A.Marsh
103,2024-07-24,True,KCR,ARI,0,40,36,6,12,2,1,0,5,3,0,4,1,0,0,0,3,0,0,0.25,0.309,0.408,0.717,7,R,R.Nelson,10,8,8,0,3,3,4,1,3.76,156,97,2.0,0.0,1,0,35,3,0,2,1,0,0,1,M.Wacha
104,2024-07-26,True,KCR,CHC,1,35,34,6,10,0,0,1,6,1,0,5,0,0,0,0,0,1,0,0.251,0.309,0.408,0.717,5,R,K.Hendricks,4,0,0,0,2,5,0,1,3.72,134,83,0.0,0.0,0,0,29,1,0,0,0,0,0,1,B.Singer
105,2024-07-27,True,KCR,CHC,0,36,34,4,9,3,0,1,4,1,0,4,1,0,0,0,0,0,1,0.251,0.309,0.408,0.717,5,L,S.Imanaga,9,9,9,0,3,5,2,0,3.78,142,93,6.0,3.0,0,0,36,0,1,1,1,0,0,0,S.Lugo
106,2024-07-28,True,KCR,CHC,0,34,31,3,5,1,0,1,3,1,0,8,1,1,0,0,0,0,0,0.25,0.308,0.407,0.715,4,R,J.Assad,12,7,7,0,3,8,1,1,3.81,157,90,3.0,0.0,3,0,38,4,0,0,0,1,0,0,C.Ragans
107,2024-07-29,False,KCR,CHW,1,43,40,8,15,3,0,3,8,2,0,5,1,0,0,0,1,1,1,0.252,0.31,0.41,0.72,8,R,C.Flexen,11,5,5,0,1,6,1,2,3.82,123,84,3.0,0.0,1,0,35,3,0,0,0,0,0,3,A.Marsh
108,2024-07-30,False,KCR,CHW,1,35,30,4,4,1,0,1,4,5,0,2,0,0,0,0,0,0,0,0.251,0.309,0.409,0.718,4,R,J.Cannon,7,3,3,0,2,9,1,0,3.81,126,85,0.0,0.0,1,1,33,0,1,0,0,0,0,0,M.Wacha
109,2024-07-31,False,KCR,CHW,1,46,41,10,16,2,0,2,10,4,0,4,0,0,1,1,1,2,0,0.252,0.311,0.411,0.721,9,R,D.Thorpe,6,3,3,0,0,8,0,0,3.8,116,77,0.0,0.0,0,0,32,2,0,0,1,0,0,0,B.Singer
110,2024-08-01,False,KCR,DET,1,39,36,7,10,2,0,3,7,1,0,3,2,0,0,0,1,2,0,0.252,0.311,0.412,0.723,5,R,K.Montero,4,1,1,0,2,5,0,0,3.78,120,76,0.0,0.0,0,0,29,0,0,0,0,1,0,1,S.Lugo
111,2024-08-02,False,KCR,DET,1,43,39,9,14,2,0,1,8,2,0,10,0,1,1,0,0,2,0,0.254,0.312,0.413,0.725,7,L,T.Skubal,3,2,2,0,5,6,1,0,3.76,136,82,2.0,0.0,0,0,28,0,0,0,0,0,0,2,C.Ragans
112,2024-08-03,False,KCR,DET,0,43,41,5,9,1,0,2,5,1,0,8,0,0,1,1,0,1,0,0.253,0.311,0.413,0.724,7,L,T.Holton,11,6,4,2,4,8,1,0,3.76,155,102,1.0,0.0,1,0,42,5,1,2,0,0,1,1,M.Lorenzen
113,2024-08-04,False,KCR,DET,1,38,36,3,9,1,0,1,3,2,0,8,0,0,0,0,0,0,0,0.253,0.311,0.412,0.723,8,R,A.Faedo,9,2,2,0,4,5,0,0,3.74,129,79,0.0,0.0,0,0,33,0,1,0,0,1,0,1,M.Wacha
114,2024-08-05,True,KCR,BOS,0,37,35,5,9,3,1,1,5,2,0,7,0,0,0,0,1,1,0,0.253,0.31,0.413,0.724,5,L,J.Paxton,18,9,9,0,2,8,1,0,3.79,161,98,2.0,2.0,1,0,42,5,0,1,0,0,0,1,B.Singer
115,2024-08-06,True,KCR,BOS,0,38,35,5,8,4,0,1,5,3,0,11,0,0,0,0,0,1,0,0.253,0.31,0.413,0.724,6,R,B.Bello,7,6,4,2,5,7,1,1,3.79,154,98,2.0,2.0,0,1,34,2,0,2,0,0,1,1,S.Lugo
116,2024-08-07,True,KCR,BOS,1,37,31,8,7,1,0,3,7,5,0,8,1,0,0,0,0,0,0,0.253,0.311,0.414,0.725,5,R,K.Crawford,6,4,1,3,2,9,2,0,3.77,139,89,2.0,0.0,0,0,33,1,0,0,0,0,0,1,C.Ragans
117,2024-08-09,True,KCR,STL,0,39,35,5,10,1,1,0,5,3,0,7,0,0,1,0,1,1,0,0.253,0.311,0.414,0.725,7,R,M.Mikolas,13,8,8,0,6,7,3,0,3.8,177,113,7.0,2.0,0,0,39,5,0,0,0,0,0,0,M.Lorenzen
118,2024-08-10,True,KCR,STL,1,39,35,8,12,1,2,1,8,4,0,4,0,0,0,0,0,3,2,0.254,0.312,0.415,0.727,7,R,A.Pallante,10,3,3,0,2,10,1,0,3.8,138,93,2.0,0.0,0,0,35,1,0,0,0,0,0,1,M.Wacha
119,2024-08-12,False,KCR,MIN,0,37,35,3,8,2,0,1,3,0,0,9,1,0,0,0,0,0,0,0.254,0.311,0.415,0.726,7,R,P.López,10,8,7,1,3,12,2,0,3.83,138,95,0.0,0.0,0,0,34,0,0,0,0,1,0,0,B.Singer
120,2024-08-13,False,KCR,MIN,0,34,34,3,7,1,0,2,3,0,0,9,0,0,0,0,0,0,0,0.253,0.31,0.415,0.725,4,R,Z.Matthews,15,13,12,1,3,7,3,0,3.9,155,104,5.0,4.0,0,0,39,4,1,0,0,1,1,0,S.Lugo
121,2024-08-14,False,KCR,MIN,1,40,36,4,11,2,0,2,4,4,0,6,0,0,0,0,1,2,1,0.254,0.311,0.416,0.727,9,R,L.Varland,7,1,1,0,0,8,1,0,3.88,128,83,2.0,0.0,0,0,34,1,0,0,0,0,0,0,C.Ragans
122,2024-08-16,False,KCR,CIN,1,40,37,7,13,4,0,2,7,1,1,9,0,2,0,0,0,0,0,0.255,0.311,0.418,0.729,6,R,N.Martinez,4,1,1,0,3,9,0,0,3.85,133,82,2.0,0.0,0,0,30,4,0,0,0,0,1,0,M.Lorenzen
123,2024-08-17,False,KCR,CIN,1,51,43,13,15,4,0,2,12,6,0,7,0,0,2,2,0,0,0,0.256,0.313,0.42,0.732,11,L,N.Lodolo,7,1,1,0,1,11,1,0,3.83,136,90,0.0,0.0,0,0,33,0,0,0,0,0,0,0,M.Wacha
124,2024-08-18,False,KCR,CIN,1,40,37,8,13,2,0,1,8,1,1,8,0,0,2,0,1,1,0,0.256,0.313,0.42,0.733,5,L,A.Abbott,7,1,1,0,4,12,0,1,3.8,157,100,3.0,0.0,0,1,32,0,0,0,0,0,0,1,B.Singer
125,2024-08-19,True,KCR,LAA,1,37,33,5,9,2,0,1,5,4,0,10,0,0,0,0,0,1,0,0.256,0.313,0.42,0.733,8,R,C.Fulmer,6,3,3,0,3,10,1,0,3.8,117,78,0.0,0.0,0,0,32,4,0,0,0,0,0,1,S.Lugo
126,2024-08-20,True,KCR,LAA,0,38,36,5,11,3,0,0,5,2,0,5,0,0,0,1,3,0,0,0.257,0.313,0.42,0.733,6,L,T.Anderson,11,9,8,1,7,13,1,2,3.83,202,125,4.0,2.0,0,0,35,3,1,1,1,2,2,2,C.Ragans
127,2024-08-21,True,KCR,LAA,1,33,30,3,8,3,0,1,3,3,1,4,0,0,0,0,2,1,0,0.257,0.314,0.42,0.734,6,R,J.Cueto,4,0,0,0,3,8,0,1,3.8,129,76,0.0,0.0,0,0,30,0,0,0,0,0,0,1,M.Lorenzen
128,2024-08-23,True,KCR,PHI,1,39,36,7,12,3,0,2,7,3,0,4,0,0,0,0,0,1,0,0.258,0.314,0.422,0.736,8,R,T.Walker,11,4,4,0,0,8,0,0,3.8,144,97,0.0,0.0,0,0,37,3,0,0,0,1,1,1,M.Wacha
129,2024-08-24,True,KCR,PHI,0,33,29,2,5,3,0,0,2,2,0,8,0,1,1,0,0,0,1,0.257,0.314,0.421,0.734,4,L,R.Suárez,18,11,11,0,0,8,2,0,3.86,173,111,0.0,0.0,0,0,44,7,0,0,0,0,0,1,B.Singer
130,2024-08-25,True,KCR,PHI,0,37,37,3,10,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0.257,0.313,0.422,0.735,7,L,K.Allard,16,11,10,1,4,4,1,3,3.91,165,104,2.0,2.0,0,0,40,3,1,0,0,0,0,2,S.Lugo
131,2024-08-26,False,KCR,CLE,1,36,34,4,6,2,0,2,4,2,0,6,0,0,0,1,0,1,0,0.257,0.313,0.422,0.735,5,R,N.Sandlin,7,3,2,1,6,7,0,1,3.89,158,92,2.0,0.0,0,0,34,1,0,1,0,0,0,0,C.Ragans
132,2024-08-26,False,KCR,CLE,1,45,38,9,15,3,0,3,9,6,1,4,0,0,1,0,2,2,0,0.258,0.314,0.424,0.738,9,L,L.Allen,7,4,2,2,3,5,1,2,3.88,147,96,1.0,0.0,0,0,33,3,0,0,0,0,0,0,A.Marsh
133,2024-08-27,False,KCR,CLE,1,40,35,6,9,3,0,1,5,3,0,9,2,0,0,0,0,2,0,0.258,0.314,0.425,0.739,7,R,G.Williams,3,1,1,0,2,8,0,0,3.86,128,83,2.0,0.0,0,0,30,0,0,0,0,0,0,0,M.Lorenzen
134,2024-08-28,False,KCR,CLE,0,40,38,5,11,0,0,3,5,2,0,10,0,0,0,0,0,0,0,0.258,0.314,0.425,0.74,8,R,T.Bibee,13,7,7,0,1,8,1,3,3.88,144,97,2.0,2.0,1,0,35,2,0,0,1,1,0,0,M.Wacha
135,2024-08-29,False,KCR,HOU,0,33,31,3,4,1,0,0,3,2,0,7,0,0,0,2,1,1,1,0.257,0.313,0.424,0.737,3,R,H.Brown,8,6,6,0,4,9,0,0,3.9,145,88,5.0,2.0,0,0,32,2,0,1,0,0,0,0,B.Singer
136,2024-08-30,False,KCR,HOU,0,33,29,2,2,0,0,1,2,3,0,9,1,0,0,1,1,1,0,0.256,0.313,0.422,0.735,4,L,F.Valdez,10,3,3,0,1,10,1,0,3.9,118,83,1.0,0.0,0,0,35,3,0,0,0,1,0,0,S.Lugo
137,2024-08-31,False,KCR,HOU,0,34,34,2,7,1,0,1,2,0,0,13,0,0,0,0,0,0,0,0.256,0.312,0.421,0.733,5,L,Y.Kikuchi,5,5,5,0,2,11,0,1,3.91,140,98,1.0,1.0,2,0,29,0,1,0,0,0,0,0,C.Ragans
138,2024-09-01,False,KCR,HOU,0,38,33,2,7,1,0,1,2,5,0,6,0,0,0,0,0,1,1,0.255,0.312,0.421,0.733,9,R,R.Blanco,9,7,7,0,2,9,3,0,3.93,133,88,1.0,0.0,0,0,32,1,0,0,0,0,0,1,A.Marsh
139,2024-09-02,True,KCR,CLE,0,31,28,2,2,2,0,0,2,2,0,6,0,0,1,0,0,1,0,0.254,0.311,0.419,0.73,2,R,G.Williams,9,4,4,0,1,5,2,0,3.94,142,91,0.0,0.0,2,0,35,3,0,0,0,0,0,1,M.Wacha
140,2024-09-03,True,KCR,CLE,0,36,30,1,4,1,0,0,1,3,0,8,2,0,1,0,0,0,0,0.253,0.31,0.417,0.728,8,R,T.Bibee,10,7,7,0,3,7,1,3,3.96,182,112,5.0,3.0,0,2,34,1,0,0,0,1,0,0,B.Singer
141,2024-09-04,True,KCR,CLE,1,35,34,4,10,3,0,1,4,1,0,11,0,0,0,0,0,0,0,0.254,0.31,0.418,0.728,7,R,B.Lively,7,1,1,0,1,8,0,0,3.94,137,92,0.0,0.0,0,1,30,2,0,0,0,0,0,3,S.Lugo
142,2024-09-06,True,KCR,MIN,1,35,33,5,10,1,0,1,5,1,0,5,0,0,1,0,0,1,0,0.254,0.31,0.418,0.728,6,R,Z.Matthews,4,0,0,0,1,11,0,0,3.91,137,91,0.0,0.0,0,0,30,1,0,0,0,0,0,0,C.Ragans
143,2024-09-07,True,KCR,MIN,1,31,29,4,6,0,0,0,3,0,0,8,2,0,0,0,0,0,0,0.254,0.31,0.417,0.727,3,R,B.Ober,5,2,2,0,0,10,0,2,3.89,128,93,0.0,0.0,0,0,32,2,1,0,0,0,1,1,A.Marsh
144,2024-09-08,True,KCR,MIN,1,33,29,2,6,2,0,0,2,3,0,5,0,0,1,0,0,0,0,0.253,0.31,0.416,0.726,7,R,S.Woods Richardson,5,0,0,0,1,9,0,0,3.87,116,74,0.0,0.0,0,0,29,1,0,0,0,0,0,2,M.Wacha
145,2024-09-09,False,KCR,NYY,0,37,34,4,6,0,0,2,3,3,0,14,0,0,0,2,0,1,0,0.253,0.309,0.415,0.725,6,L,C.Rodón,12,10,10,0,7,6,2,0,3.91,175,93,0.0,0.0,2,0,34,2,0,0,0,0,0,2,B.Singer
146,2024-09-10,False,KCR,NYY,1,38,34,5,11,0,0,1,5,2,0,8,0,0,1,0,1,3,1,0.253,0.31,0.415,0.725,6,R,M.Stroman,3,0,0,0,0,14,0,0,3.89,135,98,0.0,0.0,0,0,30,0,0,0,0,0,0,0,S.Lugo
147,2024-09-11,False,KCR,NYY,0,44,39,3,8,1,0,1,2,4,0,11,0,0,1,0,0,1,0,0.253,0.309,0.414,0.724,10,R,L.Gil,6,4,2,2,5,9,1,0,3.87,156,95,0.0,0.0,0,0,33,0,0,1,1,1,0,0,C.Ragans
148,2024-09-13,False,KCR,PIT,1,38,35,8,8,1,0,3,8,3,0,10,0,0,0,1,1,0,0,0.253,0.309,0.415,0.724,3,R,L.Ortiz,9,3,3,0,3,14,0,1,3.86,166,106,2.0,0.0,0,0,35,3,0,0,0,1,0,0,A.Marsh
149,2024-09-14,False,KCR,PIT,1,39,33,5,7,4,1,1,4,4,1,8,1,0,1,2,2,6,0,0.253,0.309,0.416,0.725,7,R,M.Keller,9,1,1,0,5,13,0,0,3.84,165,112,3.0,0.0,0,0,36,1,0,0,0,0,0,0,M.Wacha
150,2024-09-15,False,KCR,PIT,0,40,33,3,8,3,1,0,3,5,0,8,1,0,1,0,0,0,0,0.252,0.31,0.415,0.725,10,R,J.Jones,7,4,4,0,6,10,0,0,3.85,144,83,0.0,0.0,0,0,31,1,0,0,0,0,0,0,B.Singer
151,2024-09-16,True,KCR,DET,0,37,35,6,11,0,2,1,6,2,0,9,0,0,0,0,2,1,0,0.253,0.31,0.416,0.726,4,R,R.Olson,14,7,7,0,3,11,1,0,3.87,180,116,4.0,1.0,1,0,40,2,1,0,0,1,1,0,S.Lugo
152,2024-09-17,True,KCR,DET,0,40,34,1,7,0,0,0,1,6,0,8,0,0,0,0,3,1,0,0.253,0.31,0.415,0.725,10,R,C.Mize,7,3,2,1,5,11,0,1,3.85,156,99,2.0,0.0,0,1,34,3,0,0,0,0,0,1,C.Ragans
153,2024-09-18,True,KCR,DET,0,36,33,2,7,1,0,0,2,2,0,11,1,0,0,1,2,0,0,0.252,0.31,0.414,0.723,7,L,T.Skubal,7,4,3,1,6,13,1,1,3.85,162,99,1.0,0.0,0,0,34,1,0,0,0,0,0,1,A.Marsh
154,2024-09-20,True,KCR,SFG,0,37,31,1,5,0,0,0,1,4,0,8,0,1,1,0,0,1,0,0.252,0.309,0.412,0.721,9,R,M.Black,8,2,2,0,1,11,0,0,3.83,157,110,1.0,0.0,0,0,34,1,1,0,0,0,0,1,M.Wacha
155,2024-09-21,True,KCR,SFG,0,35,32,0,5,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0.251,0.309,0.411,0.72,8,R,L.Roupp,9,9,9,0,1,10,5,1,3.87,138,89,2.0,2.0,0,0,36,1,0,0,0,0,0,0,B.Singer
